Time,lon,pdens,adens,pvel,avel,Ahe,vap,B,radius,BrR2,mag,edens,ed,Br,Bt,Bn,vr,vt,vn,vA,MA,olon
2022-02-23 09:00:00,59.21517751218619,5.6444358227799665,0.04480988572734777,299.3650712926136,408.2343581630682,0.008644152933550987,109.04431052727273,129.88763564469656,0.13754651300087475,-2.134918993239391,-2.134918993239391,5.938886507701664,313.89190937606884,-112.93970210166813,-6.638069069973527,-15.266953719924976,299.3650712926136,-58.43564091584659,-17.61417371942557,166.16338819251254,1.8071566936635546,57.189681471899064
2022-02-23 12:00:00,58.40984937080262,4.784875175284271,0.03488676189904635,325.32418404528926,469.4999378231405,0.007966949817638852,144.29769931768595,141.18916837099087,0.13335774016461097,-2.2455441523352224,-2.2455441523352224,5.161641227594087,290.18620662698464,-126.49574770736932,-7.656229950718278,2.7667460943652853,325.32418404528926,-66.62316169107439,6.260631293512397,187.85226080493277,1.73484702137467,57.28793610050119
2022-02-23 15:00:00,59.47940646233314,4.185583375053509,0.04888088200741047,299.93427131885517,418.5095055124579,0.012297469999275678,118.58097521717171,158.58014589002454,0.12798088502773505,-2.3599972606950352,-2.3599972606950352,5.393033683179565,330.0600700189357,-143.99199131248852,31.292241834394144,-15.863602934589565,299.93427131885517,-25.195759317392593,-10.722262882223266,199.83133560175298,1.5061054889185277,57.57522455327725
2022-02-23 18:00:00,59.97452842670489,6.032971155203963,0.06484861464224054,298.5525790224719,411.0818482417433,0.011660290217454197,112.54487270377936,165.21375202578028,0.1226266078756014,-2.130108299624514,-2.130108299624514,6.034998099573643,401.2950806297012,-141.60334997830077,-8.420582641858287,-12.470317046223505,298.5525790224719,-53.52305265642186,-12.842675246942798,186.9590818653948,1.6004168099499296,58.07006939192365
2022-02-23 21:00:00,60.735515248745344,5.793762769455724,0.08662258117534778,292.92845006443747,412.623594698363,0.01588364738245308,119.69514463392547,180.04227694300425,0.11727027378231612,-2.234433826315222,-2.234433826315222,6.308998032756462,459.2375110829789,-162.49548885851908,25.402022313968683,-27.166707525015088,292.92845006443747,-27.858079942884533,-26.747888549409613,190.44289624561515,1.5396702605085617,58.80098825747626
2022-02-24 00:00:00,61.11969858300961,7.461050258516476,0.10697787833191626,314.24994814737573,408.4891034310245,0.015260857837462125,94.24226166050231,188.25806993500208,0.11179611620298022,-1.9400552711859573,-1.9400552711859573,7.473113875006186,599.2324030377733,-154.8577768542087,20.984909261228232,1.4143224983157958,314.24994814737573,-38.84235404101151,-3.097428416091295,175.84601032752053,1.8225253352376265,59.83000339650277
2022-02-24 03:00:00,62.22219286586234,7.953243919866805,0.08292884602962826,320.0137670316081,439.05056069025335,0.011522242046277326,119.08413293974408,194.70000670926484,0.10649273392182222,-1.7244984768253773,-1.7244984768253773,7.849678817138106,690.5832935492865,-152.69271359941035,21.81022820882369,-43.445138818927234,320.0137670316081,-47.42031457387796,-25.6297720120673,168.76937813193544,1.9216653973106048,61.14417792557374
2022-02-24 06:00:00,64.80950619307981,8.546198937108496,0.09304438351913327,291.6957649896746,402.15047606030015,0.01191893893398531,110.47657449145672,233.79869653446713,0.10102935614852503,-1.9871094054014031,-1.9871094054014031,7.898239142797022,775.3536047925958,-195.62382477462546,21.638242984417367,-57.3903807207205,291.6957649896746,-36.42044638795963,-15.714301877297157,192.60849417669874,1.5338124461921703,62.88745179017918
2022-02-24 09:00:00,67.94133661815813,15.365522742698461,0.11931741331752937,251.17125691758858,303.2722905232484,0.00796289506181074,52.12511050865801,241.21869723787762,0.0957051594684717,-1.7171253579131707,-1.7171253579131707,12.327384933256997,1348.853787506526,-187.319672294687,23.463523525460154,-54.46241599887993,251.17125691758858,-14.234833208192198,-18.983899294969984,149.12674751338412,1.6910129566428218,65.04782216975308
2022-02-24 12:00:00,69.46417500334985,13.500579781175702,0.10841672975542149,283.701408173191,373.69649893431006,0.00856580005532103,89.99509076111907,260.4417904364355,0.09054139992908515,-1.7458044826809438,-1.7458044826809438,11.80245488500675,1440.5733473769087,-212.50060093080313,3.3632196007450963,45.09796576571192,283.701408173191,-27.803444170570263,18.606790452503866,155.46378136967667,1.8257182225425193,67.68314251552565
2022-02-24 15:00:00,73.47989325204544,10.83655869229886,0.08450635148351528,253.37396939167667,332.8995394066603,0.007780198416793698,79.63733990851767,329.00087441275286,0.0854778201386276,-2.161654681292138,-2.161654681292138,10.008581478767853,1367.9857978507978,-296.98814919171343,11.208080018588479,26.276096029519977,253.37396939167667,-15.714329522108084,12.923619693945447,202.46514356979338,1.2845036895042938,70.93007634910632
2022-02-24 18:00:00,78.2883089527001,9.796592721100021,0.10282366969494196,222.2532725505178,286.7248431568078,0.010763179427183037,64.47837933099292,385.08287117948913,0.0806350211376014,-2.3108880423760194,-2.3108880423760194,8.771429260740716,1348.4678781487294,-355.24105780683743,22.41062402517944,-19.378628398333152,222.2532725505178,-5.242970007768134,-5.487722568472449,237.75831093801108,0.9331650775798516,74.85130243091528
2022-02-24 21:00:00,80.5936339487476,8.863939791716744,0.09479639325893534,303.69765103023843,425.8528099146314,0.011415476961237694,122.15515888439297,405.3894737501227,0.07614162361398169,-2.1241751250198373,-2.1241751250198373,8.625583495318274,1488.8446987985044,-366.58799865953205,42.578395844171716,-23.69388004177158,303.69765103023843,-23.469783686738594,-16.68023029885318,238.22655588436572,1.2759167595684484,79.48175192521772
2022-02-25 00:00:00,85.42121320505248,7.144985197730974,0.08052171244337127,349.73972130809443,519.0293858559993,0.012358789936740487,169.28966454790492,465.634017608358,0.07193936588237179,-2.1556523723072396,-2.1556523723072396,6.9743146819960335,1344.9563741359834,-417.8602239483102,6.471934976834275,-17.237781767493203,349.73972130809443,-53.66407362335613,-14.24629023896442,288.850049368802,1.2227010370693325,85.10146873163197
2022-02-25 03:00:00,92.2760402030943,6.545239011404752,0.06377166030924725,317.6774513278163,449.2709751172614,0.009989952658962407,131.59352378944513,531.5657567725955,0.06834483005403513,-2.334650569054915,-2.334650569054915,6.419705064332429,1375.2131839901917,-500.6192663385214,60.23946640058309,-32.6724930230265,317.6774513278163,-31.844184270312883,-15.110832847515208,324.6676886495426,0.9830174352192853,91.5182778836794
2022-02-25 06:00:00,99.74460951117372,6.953257994944486,0.08894356685552544,310.1941935732054,432.5923112753602,0.013905158697851545,122.39811770215482,578.2673091632603,0.06539200371561227,-2.301909638099768,-2.301909638099768,6.839472979709088,1601.5900945379715,-538.3091345570034,11.634444354868284,-19.686093284865997,310.1941935732054,-31.269511493953917,-11.847188181027962,328.5153838025311,0.9527660818334414,98.89213427334278
2022-02-25 09:00:00,108.55720497083865,9.10206527432775,0.1617145379213271,271.40094122978905,351.68719601089134,0.01728343243526088,80.34876075635201,610.7410165227566,0.06325396957941823,-2.3115988900782813,-2.3115988900782813,8.370593959867442,2095.8790180365695,-577.5606192414087,69.38718684344086,5.026969815369345,271.40094122978905,-0.7992346478388708,2.7247540874414438,307.36101615525365,0.8936760429144284,107.0607159561138
2022-02-25 12:00:00,117.10962194419734,6.9403237098209445,0.11312267107448641,282.5948524240138,387.92854745350894,0.016203870233231506,105.337146719636,643.7508993921961,0.06204521506071513,1.6572789891316644,1.6572789891316644,5.862901848189553,1519.8246829521117,432.88722851448085,31.521231467618122,12.794879291262507,282.5948524240138,-16.562443501447387,-6.7762865288442145,392.1747247956224,0.7840243822442347,115.84179950619176
2022-02-25 15:00:00,124.90277495690488,3.5506772948287852,0.03476659980144922,384.8452480001264,564.207336594464,0.010867368688133526,179.36208859433754,669.2319261574042,0.0618391500558366,2.3875185839360005,2.3875185839360005,3.6484548067823455,954.1351708289765,624.3705652307353,50.001357530005265,29.50532051134198,384.8452480001264,-62.73853069978922,-28.537559479543482,491.8727606285399,0.7852923105729233,124.93499753155398
2022-02-25 18:00:00,134.42252126142884,4.036978462093821,0.03729411224225456,351.81551280227154,500.23676090972987,0.009661644286282411,148.42124810745835,656.1118495267579,0.0626628127480482,2.479305711367272,2.479305711367272,4.100220174076636,1044.1127381113222,631.3093222784378,-26.43181107612352,31.27177779564132,351.81551280227154,-33.579137964095466,-27.672454837552618,460.59378357447935,0.7666392684010829,134.1072345030229
2022-02-25 21:00:00,143.57680524094488,3.716818327546668,0.022843800546391516,305.24670866597467,433.1139995143952,0.006291082954386299,127.91173643042212,634.2984317000476,0.06439569841663384,2.5143760971593574,2.5143760971593574,3.705202075334041,892.7085800339926,606.8574518908661,-45.88858370603442,26.920268455422008,305.24670866597467,-31.559035537092136,-26.837623642384944,483.25602697189345,0.6408390906352837,142.62252815642165
2022-02-26 00:00:00,151.52314989922672,5.3170228267018755,0.037900457990871265,330.6309718021072,475.44875433210785,0.007340005648318074,144.82451322089062,571.4931899367432,0.06710111054006852,2.3441803473775886,2.3441803473775886,5.169179029499389,1147.7025763097265,520.8063842743454,-52.63228458349114,27.79110456281269,330.6309718021072,-30.404842053023714,-20.60295608075556,384.0095996477171,0.8625552649208784,150.92791834688492
2022-02-26 03:00:00,158.44412881836215,5.403460094928362,0.0364251797715522,357.14557115812164,514.7747620544812,0.006995261147235416,157.63429465375705,510.20411500797405,0.07039438710016513,2.3411128789513245,2.3411128789513245,5.257685236333323,1064.9098215845527,472.9727018345026,-35.714545918582985,16.396272209924746,357.14557115812164,-36.84574847704838,-18.916457222855275,358.48304506101476,0.9953946268905104,158.09841444332238
2022-02-26 06:00:00,164.71749415844909,7.388119936916446,0.0339901812667306,372.596505510361,520.9554190284091,0.004946883008042829,148.35891351804813,441.2729250821117,0.07438121736946346,2.1840815666409563,2.1840815666409563,6.4413006365726195,1156.8360126911546,395.9462460018834,13.916887412225597,-3.134614420995649,372.596505510361,-52.9376210763856,-12.742475395794452,300.9806300629139,1.2654957535000673,164.65574187904838
2022-02-26 09:00:00,173.76842950654776,14.24364060938854,0.08922879735539273,228.41565269093476,276.98046340502486,0.006094622103214987,48.79761669438024,402.2449590166893,0.07891106791878032,2.331807856898571,2.331807856898571,10.547879219111179,1696.7869080332437,374.98231193587696,-31.53834966832034,-3.1310184303028006,228.41565269093476,4.832764848578945,-1.3524925576192006,226.14656840438596,1.0175537864749151,170.47237182567986
2022-02-26 12:00:00,177.0304098467786,9.526884145334238,0.06904166298309995,274.3300054578274,362.95978817886447,0.007316746968653054,88.62978272103707,369.1759090323526,0.08347254293941789,2.4186268847203505,2.4186268847203505,7.380350575206086,1064.4139826159696,347.5790636601003,-28.292866953801315,4.22358080957995,274.3300054578274,-16.155242938714405,-15.982973823628061,258.48428301510273,1.0615802155270901,175.1867618575084
2022-02-26 15:00:00,181.06864545612135,8.43863387349947,0.11655202101508055,286.47903696279525,399.3731875428035,0.013727188511691208,112.89640938226572,324.6995957037933,0.0884780825725135,2.310682741239523,2.310682741239523,7.511612441528896,955.0539483313083,295.96165398641705,-58.869588096140475,10.158044472854309,286.47903696279525,-7.382134948199648,-37.3619716650004,241.09970720699724,1.2096743920323454,179.4324600730536
2022-02-26 18:00:00,184.49446421979482,10.930593496012545,0.18216428516722946,293.80968766736487,372.0864784868035,0.017340309738477538,78.28662709090909,294.43902518354184,0.09337290547164254,2.056775491807341,2.056775491807341,9.20905849655085,1057.9144351341458,235.45451682063586,-29.669218980289884,-28.558159052948973,293.80968766736487,-12.097865256544617,-5.0325958229593635,205.34849916138967,1.4337579407971002,182.88755507974648
2022-02-26 21:00:00,187.9055520550104,11.050485981074885,0.171966817687096,282.45949890278445,349.28273777970173,0.015752503274009025,66.83434326652771,271.9865352040505,0.09858482510114386,2.336763381249572,2.336763381249572,8.286212275135965,853.7148563081296,240.65770394917294,-55.16953905512999,66.45913125967057,282.45949890278445,9.980078573361391,-47.003762531118596,211.4736610873854,1.341668963511233,185.9782790695618
2022-02-27 00:00:00,190.9778142360407,7.58015098310632,0.12421463811838418,277.66267444750423,347.1149968766419,0.016549669903727814,69.44841755284487,244.2336466180344,0.1042207842175118,2.55402148151544,2.55402148151544,6.8788918417146645,635.6491358066642,235.08798876239575,-38.285838795265946,9.535858388179498,277.66267444750423,7.16649597605325,-23.148443021815122,221.20194405190733,1.2641087493333711,188.78004324904728
2022-02-27 03:00:00,193.39800985018226,6.526408771316895,0.07707642355607366,277.2773026170064,346.8619472666942,0.01193159978840127,69.58517603049586,226.32983256304445,0.10972266072784495,2.618205718624569,2.618205718624569,5.844109913416493,486.1797988931749,217.39549955258062,3.345538945989624,0.14054584335536016,277.2773026170064,-12.516155197744885,-15.122922328172075,232.96841189878444,1.1928147682658903,191.07530180503935
2022-02-27 06:00:00,198.368017066347,12.882571281310646,0.0796888692312186,212.65958559234883,231.72970021925136,0.0058488320212852505,19.156554393253806,200.2416889230959,0.11488747624963738,2.4686509936390055,2.4686509936390055,9.281458904539702,699.6354530289431,187.9804051711612,-30.961050945590273,3.875850747181701,212.65958559234883,7.938343891040189,-3.945996371705471,177.2799279083892,1.2404702363112527,192.89828707761274
2022-02-27 09:00:00,199.95176238963762,15.009956937114485,0.13169026652708568,218.25486517317975,242.661702157137,0.008725746712436989,24.43038997449609,158.23666562495208,0.12035307438331794,1.5387686155212565,1.5387686155212565,12.041965078585315,832.2755554415052,105.69191158136309,-90.53763254500417,12.261269457922108,218.25486517317975,14.098068674746605,-4.587897124702674,126.3805797215513,1.7587873447229978,194.53405949145576
2022-02-27 12:00:00,199.76807034483693,16.586058871910307,0.1830733905154947,244.94948283402834,264.97998131276063,0.011284465220364201,20.030527069224355,147.96762774936064,0.12490974127084206,0.6167924402275718,0.6167924402275718,13.84478089433222,888.8300608427048,39.15537316280028,-101.37712380635315,51.45610885693694,244.94948283402834,13.358956366694745,-20.49154381836364,112.67409064675626,2.1787327103130383,195.69761884074123
2022-02-27 15:00:00,200.8347054125733,15.826914301846905,0.1886095506968045,255.07384444219977,294.61448074410777,0.012057628850951055,39.54063630190797,125.37966954852637,0.13123980760820828,1.0201697099452436,1.0201697099452436,12.387734743324684,719.2955263339567,59.849333945856024,-72.80451743692012,11.482993711503706,255.07384444219977,5.306041530606902,-8.144078218445005,106.03580085254202,2.444958474626158,197.04316185581325
2022-02-27 18:00:00,200.3570889557606,14.244843999465308,0.21693501637656923,287.2298556575053,326.68859462649755,0.01563302853520455,39.45873896899225,109.09274038389243,0.13586206902983128,0.43746497232205556,0.43746497232205556,11.96847750256438,649.5545828858476,23.14482697160681,-28.258706887685566,14.321321504110774,287.2298556575053,-15.53522223765243,-9.627948161378788,97.58949337964702,3.0648375684689237,197.8587207179449
2022-02-27 21:00:00,201.71299216399933,11.423881648723107,0.1900710698351531,278.4665125947535,318.7360383631841,0.01705257486747103,40.328603109000454,108.92652009382891,0.14205133239628842,0.8696038130754156,0.8696038130754156,11.28131311972801,558.6702095540716,43.88951861629561,-51.57775912055082,-29.421959153906343,278.4665125947535,-10.273922703219176,12.984494285863727,104.51386266049674,2.6813647099999844,198.74338096260396
2022-02-28 00:00:00,202.27257694360472,11.576762558395458,0.08884397600319442,283.62243666598107,310.357348239819,0.008322496918980323,26.74347902756067,114.01091816905388,0.14747397979017215,1.3416599405817982,1.3416599405817982,10.748935588785875,494.56135765237406,60.96028944644656,-71.32776332048172,-0.891526723027426,283.62243666598107,2.421521646282394,-16.116176590247758,116.35474053556828,2.4551443676624696,199.3453426613271
2022-02-28 03:00:00,203.95836872652603,14.32130391196572,0.14250981455704695,254.80341449421488,271.5949007181818,0.00993264179200205,16.791486223966942,110.18070536776536,0.15087645816843057,2.065235043511137,2.065235043511137,10.60535946020395,466.011405284309,90.70882069462614,-55.43523475800581,23.659878169503447,254.80341449421488,8.680889742819835,-18.831987821173552,115.74592255859093,2.2040811240513793,199.65058825924945
2022-02-28 06:00:00,204.48406942666807,12.465927531196737,0.1365182570561347,253.62710128282828,265.1983701010101,0.010794346009131666,11.601497129292929,109.49082122495957,0.15540591529181572,1.9604399836809683,1.9604399836809683,9.375669133054952,388.2536003047635,81.1365073167822,-65.17554846195455,12.754999279792102,253.62710128282828,8.465979036185859,0.19640767558585862,125.94663392790717,2.015342120776228,199.97188758962184
2022-02-28 09:00:00,204.87306279926887,10.378589257442918,0.22398638767688206,257.79932932438015,293.0652527582645,0.021825838374256536,35.265923433884296,100.42242719852085,0.16393396744397307,1.9379883009791528,1.9379883009791528,8.421506699813088,313.5216921544073,72.08850983152833,-34.677962150462264,-0.6648385512955158,257.79932932438015,6.04074098016219,-6.729620945020661,129.10444719017372,2.008123547123764,200.33668199718085
2022-02-28 12:00:00,205.08199183600283,8.69679828935806,0.2345537661746984,257.298112898138,298.38369989047095,0.027543302364208176,41.08785201971522,99.74511563333621,0.1677378956547781,2.4602306994867496,2.4602306994867496,7.743062367855997,275.231189963919,87.38581741452876,-38.105717019240245,7.281187345188611,257.298112898138,-4.488517096199233,3.0368498549003284,136.22525163619872,1.8891158092719984,200.40430125083594
2022-02-28 15:00:00,207.01255241734998,9.300773719781713,0.18205954499616364,230.66749216761363,257.05331682386367,0.019693019995400202,26.38582465625,101.31058156949705,0.17053446173856804,2.720113205948887,2.720113205948887,6.886422582088438,236.8764808299327,93.52691908752637,-34.053534711199006,15.798084555455796,230.66749216761363,2.4722062905357953,-4.4447843409602275,149.99323448178896,1.5424834325867456,200.42736683675852
